date,value
2025-08-27,182.68
2025-08-28,182.54
2025-08-29,180.77
2025-09-01,181.28
2025-09-02,179.86
2025-09-03,180.66
2025-09-04,182.45
2025-09-05,180.33
2025-09-08,182.95
2025-09-09,184.94
2025-09-10,187.01
2025-09-11,187.43
2025-09-12,188.61
2025-09-15,190.71
2025-09-16,188.55
2025-09-17,187.64
2025-09-18,191.65
2025-09-19,193.62
2025-09-22,194.19
2025-09-23,192.45
2025-09-24,193.61
2025-09-25,193.31
2025-09-26,193.14
2025-09-29,194.62
2025-09-30,195.43
2025-10-01,196.72
2025-10-02,199.61
2025-10-06,198.52
2025-10-07,198.42
2025-10-08,202.18
2025-10-09,202.96
2025-10-10,195.61
2025-10-13,198.45
2025-10-14,195.79
2025-10-15,195.4
2025-10-16,194.18
2025-10-17,192.15
2025-10-20,196.43
2025-10-21,195.98
2025-10-22,192.39
2025-10-23,195.02
2025-10-24,197.96
2025-10-27,200.58
2025-10-28,202.02
2025-10-29,204.07
2025-10-30,201.47
2025-10-31,203.73
2025-11-03,206.66
2025-11-04,201.02
2025-11-05,201.41
2025-11-06,195.41
2025-11-07,195.03
2025-11-10,201.77
2025-11-11,199.51
2025-11-12,199.7
2025-11-13,193.43
2025-11-14,194.45
2025-11-17,193.09
2025-11-18,189.53
2025-11-19,189.22
2025-11-20,185.75
2025-11-21,183.12
2025-11-24,187.45
2025-11-25,187.76
2025-11-26,191.08
2025-11-27,191.57
2025-11-28,192.23
2025-12-01,190.5
2025-12-02,192.64
2025-12-03,192.6
2025-12-04,194.1
2025-12-05,194.65
2025-12-08,195.77
2025-12-09,196.79
2025-12-10,197.84
2025-12-11,195.39
2025-12-12,192.74
2025-12-15,191.4
2025-12-16,191.06
2025-12-17,187.44
2025-12-18,190.97
2025-12-19,194.13
2025-12-22,194.22
2025-12-23,194.94
2025-12-29,193.32
2025-12-30,193.53
2026-01-02,193.61
2026-01-05,198.54
2026-01-06,198.87
2026-01-07,200.08
2026-01-08,198.81
2026-01-09,200.61
2026-01-12,201.4
2026-01-13,202.9
2026-01-14,200.85
2026-01-15,202.05
2026-01-16,202.71
2026-01-19,201.61
2026-01-20,196.8
2026-01-21,198.34
2026-01-22,199.81
2026-01-23,201.61
2026-01-26,199.21
2026-01-27,200.45
2026-01-28,200.76
2026-01-29,199.09
2026-01-30,197.02
2026-02-02,198.39
2026-02-03,198.56
2026-02-04,191.26
2026-02-05,186.45
2026-02-06,191.25
2026-02-09,193.88
2026-02-10,191.94
2026-02-11,193.84
2026-02-12,189.75
2026-02-13,190.63
2026-02-16,191.33
2026-02-17,191.21
2026-02-18,194.84
2026-02-19,195.24
2026-02-20,196.4
2026-02-23,194.43
2026-02-24,196.18
2026-02-25,198.21
2026-02-26,195.71
2026-02-27,194.8
2026-03-02,195.48
2026-03-03,191.17
2026-03-04,195.14
2026-03-05,192.41
2026-03-06,190.09
2026-03-09,191.63
2026-03-10,194.13
2026-03-11,193.44
2026-03-12,191.61
2026-03-13,189.92
2026-03-16,192.4
2026-03-17,193.82
2026-03-18,192.39
2026-03-19,188.67
2026-03-20,183.7
2026-03-23,186.01
2026-03-24,185.52
2026-03-25,188.62
2026-03-26,182.79
2026-03-27,179.32
2026-03-30,178.57
2026-03-31,183.45
2026-04-01,187.48
2026-04-02,187.75
2026-04-07,187.61
2026-04-08,192.6
2026-04-09,192.66
2026-04-10,192.43
2026-04-13,193.96
2026-04-14,196.91
2026-04-15,198.92
2026-04-16,199.52
2026-04-17,201.07
2026-04-20,200.13
2026-04-21,198.59
2026-04-22,203.27
2026-04-23,202.21
2026-04-24,204.8
2026-04-27,204.44
2026-04-28,202.17
2026-04-29,202.54
2026-04-30,204.51
2026-05-04,205.88
2026-05-05,210.27
2026-05-06,215.37
2026-05-07,212.61
2026-05-08,215.22
2026-05-11,216.4
2026-05-12,213.04
2026-05-13,216.64
