date,value
2015-07-14,3.8308
2015-07-15,3.8516
2015-07-16,3.8952
2015-07-17,3.9104
2015-07-20,3.9172
2015-07-21,3.8728
2015-07-22,3.862
2015-07-23,3.834
2015-07-24,3.8012
2015-07-27,3.7056
2015-07-28,3.7476
2015-07-29,3.7876
2015-07-30,3.818
2015-07-31,3.8036
2015-08-03,3.8148
2015-08-04,3.8056
2015-08-05,3.8572
2015-08-06,3.7976
2015-08-07,3.7696
2015-08-10,3.812
2015-08-11,3.7408
2015-08-12,3.6492
2015-08-13,3.7044
2015-08-14,3.7044
2015-08-17,3.728
2015-08-18,3.7416
2015-08-19,3.678
2015-08-20,3.598
2015-08-21,3.454
2015-08-24,3.248
2015-08-25,3.38
2015-08-26,3.3048
2015-08-27,3.4752
2015-08-28,3.508
2015-08-31,3.4832
2015-09-01,3.3892
2015-09-02,3.3888
2015-09-03,3.4868
2015-09-04,3.3988
2015-09-07,3.406
2015-09-08,3.444
2015-09-09,3.4892
2015-09-10,3.4228
2015-09-11,3.3944
2015-09-14,3.396
2015-09-15,3.4332
2015-09-16,3.4728
2015-09-17,3.4756
2015-09-18,3.416
2015-09-21,3.4648
2015-09-22,3.3988
2015-09-23,3.3984
2015-09-24,3.3188
2015-09-25,3.4056
2015-09-28,3.3152
2015-09-29,3.2816
2015-09-30,3.3612
2015-10-01,3.3556
2015-10-02,3.3556
2015-10-05,3.4676
2015-10-06,3.4636
2015-10-07,3.482
2015-10-08,3.4972
2015-10-09,3.5088
2015-10-12,3.508
2015-10-13,3.4924
2015-10-14,3.438
2015-10-15,3.4808
2015-10-16,3.5284
2015-10-19,3.5368
2015-10-20,3.5232
2015-10-21,3.5248
2015-10-22,3.6064
2015-10-23,3.6848
2015-10-26,3.6772
2015-10-27,3.6476
2015-10-28,3.6736
2015-10-29,3.6968
2015-10-30,3.6796
2015-11-02,3.6876
2015-11-03,3.7316
2015-11-04,3.7548
2015-11-05,3.7508
2015-11-06,3.7676
2015-11-09,3.7192
2015-11-10,3.7468
2015-11-11,3.7492
2015-11-12,3.7072
2015-11-13,3.6736
2015-11-16,3.6756
2015-11-17,3.7656
2015-11-18,3.764
2015-11-19,3.7604
2015-11-20,3.8104
2015-11-23,3.8172
2015-11-24,3.7816
2015-11-25,3.81
2015-11-26,3.8312
2015-11-27,3.8168
2015-11-30,3.816
2015-12-01,3.8116
2015-12-02,3.8276
2015-12-03,3.6812
2015-12-04,3.6844
2015-12-07,3.684
2015-12-08,3.6388
2015-12-09,3.606
2015-12-10,3.6052
2015-12-11,3.5308
2015-12-14,3.476
2015-12-15,3.5872
2015-12-16,3.6012
2015-12-17,3.65
2015-12-18,3.596
2015-12-21,3.5496
2015-12-22,3.5652
2015-12-23,3.6512
2015-12-28,3.596
2015-12-29,3.6688
2015-12-30,3.6532
2016-01-04,3.5552
2016-01-05,3.6072
2016-01-06,3.562
2016-01-07,3.472
2016-01-08,3.4008
2016-01-11,3.3868
2016-01-12,3.4032
2016-01-13,3.4272
2016-01-14,3.3664
2016-01-15,3.28
2016-01-18,3.2976
2016-01-19,3.3284
2016-01-20,3.2172
2016-01-21,3.3
2016-01-22,3.3648
2016-01-25,3.3532
2016-01-26,3.3564
2016-01-27,3.3724
2016-01-28,3.312
2016-01-29,3.4108
2016-02-01,3.412
2016-02-02,3.3644
2016-02-03,3.2748
2016-02-04,3.284
2016-02-05,3.2572
2016-02-08,3.1636
2016-02-09,3.1208
2016-02-10,3.1684
2016-02-11,3.05
2016-02-12,3.148
2016-02-15,3.2352
2016-02-16,3.2324
2016-02-17,3.3072
2016-02-18,3.3172
2016-02-19,3.2972
2016-02-22,3.3696
2016-02-23,3.3344
2016-02-24,3.2764
2016-02-25,3.3356
2016-02-26,3.398
2016-02-29,3.4248
2016-03-01,3.4556
2016-03-02,3.4892
2016-03-03,3.468
2016-03-04,3.5008
2016-03-07,3.5004
2016-03-08,3.4608
2016-03-09,3.4768
2016-03-10,3.4052
2016-03-11,3.4852
2016-03-14,3.5104
2016-03-15,3.4776
2016-03-16,3.4924
2016-03-17,3.476
2016-03-18,3.5044
2016-03-21,3.5092
2016-03-22,3.5216
2016-03-23,3.5128
2016-03-24,3.4712
2016-03-29,3.486
2016-03-30,3.5096
2016-03-31,3.4868
2016-04-01,3.4656
2016-04-04,3.472
2016-04-05,3.4204
2016-04-06,3.4408
2016-04-07,3.4276
2016-04-08,3.4464
2016-04-11,3.4492
